SEANCE;CODE_INDICE;LIB_INDICE;INDICE_JOUR    ;INDICE_VEILLE;VARIATION_VEILLE;INDICE_PLUS_HAUT;INDICE_PLUS_BAS
22/01/2024   ;905020    ;MATERIAUX DE BASE ;3777.776            ;3831.178            ;-1.394              ;3924.419            ;3770.824            
22/01/2024   ;905028    ;TUNINDEX20        ;3687.830            ;3674.732            ;0.356               ;3802.654            ;3667.169            
23/01/2024   ;905001    ;TUNINDEX          ;8419.922            ;8436.679            ;-0.199              ;8691.005            ;8404.806            
23/01/2024   ;905002    ;STES FINANCIERES  ;6385.985            ;6389.746            ;-0.059              ;6495.221            ;6343.089            
23/01/2024   ;905003    ;BANQUES           ;5955.562            ;5954.557            ;0.017               ;6053.854            ;5937.177            
23/01/2024   ;905004    ;ASSURANCES        ;13330.131           ;13453.753           ;-0.919              ;13901.307           ;12666.446           
23/01/2024   ;905005    ;SERVICES FINANCIER;9206.739            ;9243.532            ;-0.398              ;9255.542            ;8965.786            
23/01/2024   ;905008    ;SERVICES AUX CONSO;2951.057            ;2954.428            ;-0.114              ;2995.579            ;2909.846            
23/01/2024   ;905009    ;DISTRIBUTION      ;4649.378            ;4654.688            ;-0.114              ;4719.522            ;4584.450            
23/01/2024   ;905013    ;BIENS CONSOMMATION;6588.173            ;6623.304            ;-0.530              ;7007.386            ;6502.221            
23/01/2024   ;905015    ;AGROALIMENT BOISSO;8120.743            ;8160.746            ;-0.490              ;8712.780            ;7949.890            
23/01/2024   ;905016    ;PROD MENAGER SOIN ;2090.879            ;2104.728            ;-0.658              ;2165.760            ;2070.894            
23/01/2024   ;905017    ;INDUSTRIES        ;1555.008            ;1556.906            ;-0.122              ;1634.879            ;1555.008            
23/01/2024   ;905018    ;BATIM MATE CONSTRU;669.586             ;671.976             ;-0.356              ;716.699             ;669.586             
23/01/2024   ;905020    ;MATERIAUX DE BASE ;3715.755            ;3777.776            ;-1.642              ;3924.419            ;3715.755            
23/01/2024   ;905028    ;TUNINDEX20        ;3684.466            ;3687.830            ;-0.091              ;3802.654            ;3667.169            
24/01/2024   ;905001    ;TUNINDEX          ;8430.407            ;8419.922            ;0.125               ;8691.005            ;8404.806            
24/01/2024   ;905002    ;STES FINANCIERES  ;6397.914            ;6385.985            ;0.187               ;6495.221            ;6343.089            
